@relation InstanceResultListener

@attribute Key_Dataset {abelha_anomalia_24h_k23}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30}
@attribute Key_Scheme {weka.classifiers.trees.RandomForest}
@attribute Key_Scheme_options {'-P 100 -I 400 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1'}
@attribute Key_Scheme_version_ID {1116839470751428698}
@attribute Num_Fold numeric
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string
@attribute measureOutOfBagError numeric

@data

abelha_anomalia_24h_k23,1,weka.classifiers.trees.RandomForest,'-P 100 -I 400 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,10,20170926.0332,648.9,72.1,65.5,6.6,0,90.850457,9.149543,0,0.242859,0.15093,0.280333,81.485883,92.360304,34.41947,136.776127,-102.356657,0.477355,1.899038,-1.421683,-5.0742,-0.070407,-1054.354231,0.992236,64.2,0.823214,6.1,0.176786,1.3,0.007764,0.5,0.91341,0.992236,0.951114,0.309711,0.757632,0.958212,0.908505,0.739483,0.260517,0.091495,0.887266,0.908505,0.880814,0.309711,0.757632,0.905342,0.609871,0.908505,0.3604,0.0148,0.353125,0.014062,353.125,14.0625,2830695.2,61755.7,8113.3,97.918569,73.443683,?,-1
abelha_anomalia_24h_k23,2,weka.classifiers.trees.RandomForest,'-P 100 -I 400 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,10,20170926.0332,648.9,72.1,65.3,6.8,0,90.570776,9.429224,0,0.226513,0.147836,0.276899,79.892545,91.355605,34.41947,28.468335,5.951135,0.477355,0.394797,0.082558,-3.534462,-0.049056,-732.279532,0.990769,64.1,0.835714,6.2,0.164286,1.2,0.009231,0.6,0.911938,0.990769,0.949638,0.29194,0.78502,0.967071,0.905708,0.750653,0.249347,0.094292,0.884997,0.905708,0.878071,0.29194,0.78502,0.91336,0.602168,0.905708,0.3656,0.014,0.353125,0.015625,353.125,15.625,2845623.3,61755.7,8113.3,98.19825,74.134323,?,-1
abelha_anomalia_24h_k23,3,weka.classifiers.trees.RandomForest,'-P 100 -I 400 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,10,20170926.0332,648.9,72.1,65.4,6.7,0,90.707763,9.292237,0,0.24026,0.148129,0.277041,79.970887,91.34458,34.41947,28.671392,5.748078,0.477355,0.397672,0.079683,-3.356627,-0.046587,-698.278481,0.990769,64.1,0.823214,6.1,0.176786,1.3,0.009231,0.6,0.913274,0.990769,0.950333,0.31445,0.779168,0.965502,0.907078,0.739523,0.260477,0.092922,0.894672,0.907078,0.880312,0.31445,0.779168,0.911574,0.609182,0.907078,0.3792,0.0256,0.367187,0.025,367.1875,25,2837255.3,61755.7,8113.3,97.920472,73.995434,?,-1
abelha_anomalia_24h_k23,4,weka.classifiers.trees.RandomForest,'-P 100 -I 400 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,10,20170926.0332,648.9,72.1,65.5,6.6,0,90.846651,9.153349,0,0.251283,0.148246,0.276569,80.039545,91.236665,34.41947,135.95673,-101.53726,0.477355,1.887713,-1.410358,-3.616949,-0.050195,-752.2105,0.990721,64.1,0.814286,6,0.185714,1.4,0.009279,0.6,0.914512,0.990721,0.951052,0.313729,0.7697,0.958393,0.908467,0.732031,0.267969,0.091533,0.889543,0.908467,0.882615,0.313729,0.7697,0.903491,0.615703,0.908467,0.4272,0.02,0.392188,0.017188,392.1875,17.1875,2835674.6,61755.7,8113.3,97.920472,73.72051,?,-1
abelha_anomalia_24h_k23,5,weka.classifiers.trees.RandomForest,'-P 100 -I 400 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,10,20170926.0332,648.9,72.1,65.3,6.8,0,90.568874,9.431126,0,0.223157,0.149352,0.277533,80.680372,91.512715,34.41947,29.353992,5.065478,0.477355,0.407198,0.070157,-4.401355,-0.061237,-913.366206,0.990721,64.1,0.839286,6.2,0.160714,1.2,0.009279,0.6,0.911864,0.990721,0.949637,0.287121,0.763864,0.961364,0.905689,0.754253,0.245747,0.094311,0.885515,0.905689,0.878363,0.287121,0.763864,0.909231,0.601258,0.905689,0.4924,0.0232,0.442188,0.01875,442.1875,18.75,2836158.5,61755.7,8113.3,97.918569,73.998288,?,-1
abelha_anomalia_24h_k23,6,weka.classifiers.trees.RandomForest,'-P 100 -I 400 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,10,20170926.0332,648.9,72.1,65.6,6.5,0,90.983638,9.016362,0,0.268184,0.147118,0.27608,79.424584,90.985394,34.41947,134.71113,-100.29166,0.477355,1.870391,-1.393036,-3.12205,-0.043241,-648.67928,0.990721,64.1,0.796429,5.9,0.203571,1.5,0.009279,0.6,0.915932,0.990721,0.95177,0.31834,0.806523,0.968714,0.909836,0.715544,0.284456,0.090164,0.884906,0.909836,0.884381,0.31834,0.806523,0.91488,0.623991,0.909836,0.428,0.02,0.376563,0.01875,376.5625,18.75,2834947.7,61755.7,8113.3,98.474125,73.774734,?,-1
abelha_anomalia_24h_k23,7,weka.classifiers.trees.RandomForest,'-P 100 -I 400 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,10,20170926.0332,648.9,72.1,65.4,6.7,0,90.711568,9.288432,0,0.240835,0.149259,0.278741,80.525965,91.847298,34.41947,28.935546,5.483924,0.477355,0.401218,0.076137,-4.022513,-0.05568,-838.02573,0.990745,64.1,0.823214,6.1,0.176786,1.3,0.009255,0.6,0.913259,0.990745,0.950354,0.305314,0.781263,0.966823,0.907116,0.739585,0.260415,0.092884,0.888678,0.907116,0.880379,0.305314,0.781263,0.910507,0.609874,0.907116,0.392,0.0164,0.36875,0.015625,368.75,15.625,2835101.3,61755.7,8113.3,98.196347,73.710046,?,-1
abelha_anomalia_24h_k23,8,weka.classifiers.trees.RandomForest,'-P 100 -I 400 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,10,20170926.0332,648.9,72.1,65.4,6.7,0,90.707763,9.292237,0,0.242326,0.148843,0.2797,80.319324,92.166159,34.41947,136.218373,-101.798904,0.477355,1.891395,-1.41404,-4.059148,-0.056281,-844.030767,0.990745,64.1,0.819643,6.1,0.180357,1.3,0.009255,0.6,0.913301,0.990745,0.950335,0.303258,0.766804,0.961369,0.907078,0.735975,0.264025,0.092922,0.885066,0.907078,0.879798,0.303258,0.766804,0.906041,0.609864,0.907078,0.3992,0.0176,0.373437,0.015625,373.4375,15.625,2835876,61755.7,8113.3,98.194444,73.641553,?,-1
abelha_anomalia_24h_k23,9,weka.classifiers.trees.RandomForest,'-P 100 -I 400 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,10,20170926.0332,648.9,72.1,65.3,6.8,0,90.570776,9.429224,0,0.211148,0.149139,0.27838,80.366875,91.625984,34.41947,28.867865,5.551605,0.477355,0.400247,0.077108,-3.889231,-0.053934,-812.23521,0.990721,64.1,0.833929,6.2,0.166071,1.2,0.009279,0.6,0.912113,0.990721,0.949691,0.23822,0.788689,0.96824,0.905708,0.748915,0.251085,0.094292,0.862259,0.905708,0.87595,0.23822,0.788689,0.912663,0.592725,0.905708,0.3684,0.0152,0.35,0.010937,350,10.9375,2831541.4,61755.7,8113.3,98.200152,73.861301,?,-1
