@relation InstanceResultListener

@attribute Key_Dataset {abelha_anomalia_24h_k23}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30}
@attribute Key_Scheme {weka.classifiers.functions.LibSVM}
@attribute Key_Scheme_options {'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 1.0 -E 0.001 -P 0.1 -model \"C:\\\\Program Files\\\\Weka-3-8\" -seed 1'}
@attribute Key_Scheme_version_ID {14172}
@attribute Num_Fold numeric
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string

@data

abelha_anomalia_24h_k23,1,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 1.0 -E 0.001 -P 0.1 -model \"C:\\\\Program Files\\\\Weka-3-8\" -seed 1',14172,10,20170926.0316,648.9,72.1,64.7,7.4,0,89.737443,10.262557,0,0,0.102626,0.320187,55.366381,105.533598,34.41947,7947.6,-7913.18053,0.477355,110.219863,-109.742508,9.065784,0.125743,1884.237664,1,64.7,1,7.4,0,0,0,0,0.897374,1,0.945899,0,0.5,0.897374,0.897374,0.897374,0.102626,0.102626,0.805325,0.897374,0.84885,0,0.5,0.815901,0.472949,0.897374,0.1222,0.0118,0.115625,0.010937,115.625,10.9375,87395.8,61755.7,8113.3,89.737443,50,?
abelha_anomalia_24h_k23,2,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 1.0 -E 0.001 -P 0.1 -model \"C:\\\\Program Files\\\\Weka-3-8\" -seed 1',14172,10,20170926.0316,648.9,72.1,64.7,7.4,0,89.737443,10.262557,0,0,0.102626,0.320187,55.366381,105.533598,34.41947,7947.6,-7913.18053,0.477355,110.219863,-109.742508,9.065784,0.125743,1884.237664,1,64.7,1,7.4,0,0,0,0,0.897374,1,0.945899,0,0.5,0.897374,0.897374,0.897374,0.102626,0.102626,0.805325,0.897374,0.84885,0,0.5,0.815901,0.472949,0.897374,0.1077,0.011,0.107813,0.010937,107.8125,10.9375,87394,61755.7,8113.3,89.737443,50,?
abelha_anomalia_24h_k23,3,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 1.0 -E 0.001 -P 0.1 -model \"C:\\\\Program Files\\\\Weka-3-8\" -seed 1',14172,10,20170926.0316,648.9,72.1,64.7,7.4,0,89.737443,10.262557,0,0,0.102626,0.320187,55.366381,105.533598,34.41947,7947.6,-7913.18053,0.477355,110.219863,-109.742508,9.065784,0.125743,1884.237664,1,64.7,1,7.4,0,0,0,0,0.897374,1,0.945899,0,0.5,0.897374,0.897374,0.897374,0.102626,0.102626,0.805325,0.897374,0.84885,0,0.5,0.815901,0.472949,0.897374,0.1007,0.0108,0.1,0.010937,100,10.9375,87418.2,61755.7,8113.3,89.737443,50,?
abelha_anomalia_24h_k23,4,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 1.0 -E 0.001 -P 0.1 -model \"C:\\\\Program Files\\\\Weka-3-8\" -seed 1',14172,10,20170926.0316,648.9,72.1,64.7,7.4,0,89.737443,10.262557,0,0,0.102626,0.320187,55.366381,105.533598,34.41947,7947.6,-7913.18053,0.477355,110.219863,-109.742508,9.065784,0.125743,1884.237664,1,64.7,1,7.4,0,0,0,0,0.897374,1,0.945899,0,0.5,0.897374,0.897374,0.897374,0.102626,0.102626,0.805325,0.897374,0.84885,0,0.5,0.815901,0.472949,0.897374,0.1023,0.011,0.103125,0.010937,103.125,10.9375,87418.2,61755.7,8113.3,89.737443,50,?
abelha_anomalia_24h_k23,5,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 1.0 -E 0.001 -P 0.1 -model \"C:\\\\Program Files\\\\Weka-3-8\" -seed 1',14172,10,20170926.0316,648.9,72.1,64.7,7.4,0,89.737443,10.262557,0,0,0.102626,0.320187,55.366381,105.533598,34.41947,7947.6,-7913.18053,0.477355,110.219863,-109.742508,9.065784,0.125743,1884.237664,1,64.7,1,7.4,0,0,0,0,0.897374,1,0.945899,0,0.5,0.897374,0.897374,0.897374,0.102626,0.102626,0.805325,0.897374,0.84885,0,0.5,0.815901,0.472949,0.897374,0.1025,0.0108,0.103125,0.009375,103.125,9.375,87407,61755.7,8113.3,89.737443,50,?
abelha_anomalia_24h_k23,6,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 1.0 -E 0.001 -P 0.1 -model \"C:\\\\Program Files\\\\Weka-3-8\" -seed 1',14172,10,20170926.0316,648.9,72.1,64.7,7.4,0,89.737443,10.262557,0,0,0.102626,0.320187,55.366381,105.533598,34.41947,7947.6,-7913.18053,0.477355,110.219863,-109.742508,9.065784,0.125743,1884.237664,1,64.7,1,7.4,0,0,0,0,0.897374,1,0.945899,0,0.5,0.897374,0.897374,0.897374,0.102626,0.102626,0.805325,0.897374,0.84885,0,0.5,0.815901,0.472949,0.897374,0.1017,0.011,0.1,0.010937,100,10.9375,87395.8,61755.7,8113.3,89.737443,50,?
abelha_anomalia_24h_k23,7,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 1.0 -E 0.001 -P 0.1 -model \"C:\\\\Program Files\\\\Weka-3-8\" -seed 1',14172,10,20170926.0316,648.9,72.1,64.7,7.4,0,89.737443,10.262557,0,0,0.102626,0.320187,55.366381,105.533598,34.41947,7947.6,-7913.18053,0.477355,110.219863,-109.742508,9.065784,0.125743,1884.237664,1,64.7,1,7.4,0,0,0,0,0.897374,1,0.945899,0,0.5,0.897374,0.897374,0.897374,0.102626,0.102626,0.805325,0.897374,0.84885,0,0.5,0.815901,0.472949,0.897374,0.1105,0.0063,0.109375,0.00625,109.375,6.25,87371.6,61755.7,8113.3,89.737443,50,?
abelha_anomalia_24h_k23,8,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 1.0 -E 0.001 -P 0.1 -model \"C:\\\\Program Files\\\\Weka-3-8\" -seed 1',14172,10,20170926.0316,648.9,72.1,64.7,7.4,0,89.737443,10.262557,0,0,0.102626,0.320187,55.366381,105.533598,34.41947,7947.6,-7913.18053,0.477355,110.219863,-109.742508,9.065784,0.125743,1884.237664,1,64.7,1,7.4,0,0,0,0,0.897374,1,0.945899,0,0.5,0.897374,0.897374,0.897374,0.102626,0.102626,0.805325,0.897374,0.84885,0,0.5,0.815901,0.472949,0.897374,0.1097,0.0077,0.10625,0.007813,106.25,7.8125,87369.8,61755.7,8113.3,89.737443,50,?
abelha_anomalia_24h_k23,9,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 1.0 -E 0.001 -P 0.1 -model \"C:\\\\Program Files\\\\Weka-3-8\" -seed 1',14172,10,20170926.0316,648.9,72.1,64.7,7.4,0,89.737443,10.262557,0,0,0.102626,0.320187,55.366381,105.533598,34.41947,7947.6,-7913.18053,0.477355,110.219863,-109.742508,9.065784,0.125743,1884.237664,1,64.7,1,7.4,0,0,0,0,0.897374,1,0.945899,0,0.5,0.897374,0.897374,0.897374,0.102626,0.102626,0.805325,0.897374,0.84885,0,0.5,0.815901,0.472949,0.897374,0.1099,0.0128,0.110938,0.0125,110.9375,12.5,87362.2,61755.7,8113.3,89.737443,50,?
