Key_Dataset,Key_Run,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Num_Fold,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureOutOfBagError
abelha_anomalia_6h_k5,11,weka.classifiers.trees.RandomForest,'-P 100 -I 400 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.11684E+18,10,2.02E+07,665.1,73.9,67.2,6.7,0,90.93669011,9.063309885,0,0.339146048,0.144885367,0.269632903,76.31384213,87.73866727,35.94471795,348.8102464,-312.8655284,0.486356903,4.733833712,-4.247476808,0.09581054,0.001448753,18.95794147,0.986386251,65.2,0.742857143,5.8,0.257142857,2,0.013613749,0.9,0.918431953,0.986386251,0.950897225,0.423011331,0.790162418,0.954819507,0.909366901,0.665837793,0.334162207,0.090633099,0.91274459,0.909366901,0.889822272,0.423011331,0.790162418,0.911347774,0.662014269,0.909366901,0.3981,0.014,0.3890625,0.015625,389.0625,15.625,2889678.2,63260.3,8278.7,98.10440578,75.09903739,?,-1
abelha_anomalia_6h_k5,12,weka.classifiers.trees.RandomForest,'-P 100 -I 400 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.11684E+18,10,2.02E+07,665.1,73.9,67.3,6.6,0,91.06627175,8.933728249,0,0.306489582,0.14276666,0.267226429,75.2843228,87.03585109,35.94471795,241.8238706,-205.8791527,0.486356903,3.268527957,-2.782171054,0.90683893,0.012137985,186.504979,0.989416554,65.4,0.758928571,5.9,0.241071429,1.9,0.010583446,0.7,0.917537777,0.989416554,0.952010267,0.349164866,0.792717016,0.958712402,0.910662718,0.680174735,0.319825265,0.089337282,0.886469442,0.910662718,0.887375593,0.349164866,0.792717016,0.913399767,0.644273532,0.910662718,0.4032,0.014,0.39375,0.0125,393.75,12.5,2896913.7,63260.3,8278.7,98.10440578,74.02258423,?,-1
abelha_anomalia_6h_k5,13,weka.classifiers.trees.RandomForest,'-P 100 -I 400 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.11684E+18,10,2.02E+07,665.1,73.9,67.3,6.6,0,91.07552758,8.924472418,0,0.304595919,0.142277305,0.269672603,74.94951576,87.77440451,35.94471795,28.88051835,7.064199604,0.486356903,0.39080507,0.095551834,1.123012662,0.015306796,228.7616609,0.990931705,65.5,0.767857143,6,0.232142857,1.8,0.009068295,0.6,0.916336784,0.990931705,0.952117283,0.354506142,0.793121043,0.961754414,0.910755276,0.687680714,0.312319286,0.089244724,0.890514069,0.910755276,0.886976632,0.354506142,0.793121043,0.914291614,0.643533389,0.910755276,0.3915,0.0134,0.3859375,0.0125,385.9375,12.5,2894729.4,63260.3,8278.7,98.37282488,73.67271381,?,-1
abelha_anomalia_6h_k5,14,weka.classifiers.trees.RandomForest,'-P 100 -I 400 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.11684E+18,10,2.02E+07,665.1,73.9,67.6,6.3,0,91.47352832,8.526471677,0,0.324573119,0.14051592,0.265024608,74.06601415,86.30613287,35.94471795,28.76517886,7.17953909,0.486356903,0.389248981,0.097107922,1.783870846,0.024011142,364.8144221,0.993939394,65.7,0.758928571,5.9,0.241071429,1.9,0.006060606,0.4,0.917763014,0.993939394,0.954276027,0.375038825,0.785538218,0.957065361,0.914735283,0.679724461,0.320275539,0.085264717,0.891628233,0.914735283,0.890931392,0.375038825,0.785538218,0.914811598,0.652693569,0.914735283,0.4001,0.0142,0.3828125,0.015625,382.8125,15.625,2898895.6,63260.3,8278.7,97.96927064,73.61532766,?,-1
abelha_anomalia_6h_k5,15,weka.classifiers.trees.RandomForest,'-P 100 -I 400 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.11684E+18,10,2.02E+07,665.1,73.9,67.3,6.6,0,91.06997408,8.930025916,0,0.32466125,0.139929471,0.265913046,73.82860568,86.65665089,35.94471795,241.9001489,-205.9554309,0.486356903,3.269375855,-2.783018952,2.08532563,0.028076591,427.8967451,0.987901402,65.3,0.746428571,5.8,0.253571429,2,0.012098598,0.8,0.91861485,0.987901402,0.951924838,0.37896082,0.796096425,0.955590876,0.910699741,0.66922691,0.33077309,0.089300259,0.89796401,0.910699741,0.889681295,0.37896082,0.796096425,0.912781087,0.655014478,0.910699741,0.4006,0.0141,0.3875,0.015625,387.5,15.625,2903661.2,63260.3,8278.7,98.24324324,74.42891522,?,-1
abelha_anomalia_6h_k5,16,weka.classifiers.trees.RandomForest,'-P 100 -I 400 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.11684E+18,10,2.02E+07,665.1,73.9,67.6,6.3,0,91.47352832,8.526471677,0,0.339755014,0.143324741,0.2684854,75.57306029,87.43550091,35.94471795,136.0266437,-100.0819257,0.486356903,1.838712249,-1.352355346,0.153935065,0.002002425,33.10250754,0.992424242,65.6,0.742857143,5.8,0.257142857,2,0.007575758,0.5,0.9190919,0.992424242,0.954208283,0.421247048,0.790232482,0.959760658,0.914735283,0.665168184,0.334831816,0.085264717,0.913852814,0.914735283,0.89225631,0.421247048,0.790232482,0.913668252,0.661130115,0.914735283,0.3866,0.0126,0.3828125,0.0109375,382.8125,10.9375,2888798.7,63260.3,8278.7,98.10810811,73.88282118,?,-1
abelha_anomalia_6h_k5,17,weka.classifiers.trees.RandomForest,'-P 100 -I 400 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.11684E+18,10,2.02E+07,665.1,73.9,67.3,6.6,0,91.06627175,8.933728249,0,0.31664595,0.140568632,0.26478652,74.12597411,86.24412961,35.94471795,348.287007,-312.342289,0.486356903,4.707328772,-4.220971869,1.767085564,0.023707582,362.0413013,0.989393939,65.4,0.757142857,5.9,0.242857143,1.9,0.010606061,0.7,0.917464224,0.989393939,0.951943624,0.37745495,0.794795907,0.955663731,0.910662718,0.678411635,0.321588365,0.089337282,0.897273227,0.910662718,0.888173685,0.37745495,0.794795907,0.912035529,0.6495721,0.910662718,0.3847,0.0129,0.3703125,0.0140625,370.3125,14.0625,2898973.8,63260.3,8278.7,98.37282488,74.56590152,?,-1
abelha_anomalia_6h_k5,18,weka.classifiers.trees.RandomForest,'-P 100 -I 400 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.11684E+18,10,2.02E+07,665.1,73.9,67.6,6.3,0,91.47908182,8.520918178,0,0.346910482,0.141460246,0.264769875,74.47245321,86.05402346,35.94471795,135.2587799,-99.31406192,0.486356903,1.828234768,-1.341877865,1.1185121,0.015197943,227.2149097,0.992446857,65.6,0.7375,5.8,0.2625,2,0.007553143,0.5,0.919057928,0.992446857,0.954245641,0.413849478,0.799783752,0.960123778,0.914790818,0.659843962,0.340156038,0.085209182,0.905968141,0.914790818,0.892657229,0.413849478,0.799783752,0.916535336,0.665405649,0.914790818,0.3755,0.0126,0.3671875,0.015625,367.1875,15.625,2890920.8,63260.3,8278.7,98.10625694,74.02443539,?,-1
abelha_anomalia_6h_k5,19,weka.classifiers.trees.RandomForest,'-P 100 -I 400 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.11684E+18,10,2.02E+07,665.1,73.9,67.3,6.6,0,91.06997408,8.930025916,0,0.309639178,0.143000417,0.269763722,75.3424317,87.74013122,35.94471795,30.29808068,5.646637274,0.486356903,0.409926491,0.076430412,0.94553648,0.012815392,193.3671222,0.989393939,65.4,0.753571429,5.9,0.246428571,1.9,0.010606061,0.7,0.9176786,0.989393939,0.95206434,0.361418541,0.762363507,0.950971078,0.910699741,0.67487723,0.32512277,0.089300259,0.892587831,0.910699741,0.887060153,0.361418541,0.762363507,0.904051933,0.64596002,0.910699741,0.3822,0.013,0.3734375,0.0140625,373.4375,14.0625,2886977.1,63260.3,8278.7,97.5657164,73.48296927,?,-1
abelha_anomalia_6h_k5,20,weka.classifiers.trees.RandomForest,'-P 100 -I 400 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.11684E+18,10,2.02E+07,665.1,73.9,67,6.9,0,90.66827101,9.331728989,0,0.304675149,0.145475657,0.27393651,76.57042215,89.05376977,35.94471795,136.9152517,-100.9705337,0.486356903,1.850586193,-1.364229289,-0.484762352,-0.006435238,-100.4552019,0.986363636,65.2,0.764285714,6,0.235714286,1.8,0.013636364,0.9,0.915880017,0.986363636,0.949690337,0.358171028,0.774324199,0.954192787,0.90668271,0.684604788,0.315395212,0.09331729,0.889692986,0.90668271,0.884555732,0.358171028,0.774324199,0.904810225,0.644029872,0.90668271,0.3833,0.014,0.378125,0.015625,378.125,15.625,2878390.2,63260.3,8278.7,98.37652721,73.47926694,?,-1
abelha_anomalia_6h_k5,21,weka.classifiers.trees.RandomForest,'-P 100 -I 400 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.11684E+18,10,2.02E+07,665.1,73.9,67.5,6.4,0,91.33839319,8.661606812,0,0.333382718,0.141264763,0.266644368,74.43817779,86.78133827,35.94471795,28.65359683,7.291121124,0.486356903,0.387721256,0.098635648,1.279805471,0.017286304,260.7792028,0.990931705,65.5,0.744642857,5.8,0.255357143,2,0.009068295,0.6,0.919000399,0.990931705,0.953399556,0.417199641,0.804597346,0.961473616,0.913383932,0.667095084,0.332904916,0.086616068,0.91420562,0.913383932,0.891139309,0.417199641,0.804597346,0.91652213,0.657861394,0.913383932,0.3838,0.0142,0.3796875,0.0125,379.6875,12.5,2900736.3,63260.3,8278.7,98.37652721,74.15494261,?,-1
abelha_anomalia_6h_k5,22,weka.classifiers.trees.RandomForest,'-P 100 -I 400 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.11684E+18,10,2.02E+07,665.1,73.9,67.2,6.7,0,90.93483895,9.065161051,0,0.32835121,0.140865837,0.267309836,74.27867795,86.98882005,35.94471795,242.3811127,-206.4363948,0.486356903,3.27589737,-2.789540466,1.152218837,0.015370733,237.3787894,0.986386251,65.2,0.7375,5.8,0.2625,2,0.013613749,0.9,0.918615995,0.986386251,0.951164722,0.384457891,0.78279665,0.954009401,0.909348389,0.660462139,0.339537861,0.090651611,0.898132711,0.909348389,0.888538587,0.384457891,0.78279665,0.909022825,0.657047008,0.909348389,0.3764,0.0139,0.3734375,0.0140625,373.4375,14.0625,2903881.8,63260.3,8278.7,98.10810811,72.53702332,?,-1
abelha_anomalia_6h_k5,23,weka.classifiers.trees.RandomForest,'-P 100 -I 400 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.11684E+18,10,2.02E+07,665.1,73.9,67.4,6.5,0,91.20325805,8.796741947,0,0.335082387,0.143258099,0.271957508,75.52795719,88.5877618,35.94471795,137.2181571,-101.2734392,0.486356903,1.854861532,-1.368504629,0.222153274,0.002903893,46.04101604,0.987878788,65.3,0.733928571,5.7,0.266071429,2.1,0.012121212,0.8,0.919970274,0.987878788,0.952609599,0.38362407,0.759798612,0.947188797,0.912032581,0.658082364,0.341917636,0.087967419,0.895953593,0.912032581,0.891319099,0.38362407,0.759798612,0.900426318,0.659898428,0.912032581,0.3979,0.0145,0.378125,0.015625,378.125,15.625,2888778,63260.3,8278.7,97.5657164,73.00907071,?,-1
abelha_anomalia_6h_k5,24,weka.classifiers.trees.RandomForest,'-P 100 -I 400 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.11684E+18,10,2.02E+07,665.1,73.9,67.5,6.4,0,91.34024435,8.659755646,0,0.343932289,0.141969919,0.269390873,74.80416125,87.75696117,35.94471795,28.79606562,7.148652331,0.486356903,0.389622387,0.096734516,0.891634783,0.012159537,182.1647989,0.990931705,65.5,0.744642857,5.8,0.255357143,2,0.009068295,0.6,0.918731714,0.990931705,0.953420548,0.411882022,0.796556382,0.960747503,0.913402444,0.667113596,0.332886404,0.086597556,0.905428603,0.913402444,0.892677741,0.411882022,0.796556382,0.914900648,0.66501447,0.913402444,0.3858,0.0135,0.38125,0.015625,381.25,15.625,2895270.7,63260.3,8278.7,98.10625694,72.9988893,?,-1
abelha_anomalia_6h_k5,25,weka.classifiers.trees.RandomForest,'-P 100 -I 400 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.11684E+18,10,2.02E+07,665.1,73.9,67.5,6.4,0,91.34579785,8.654202147,0,0.315642859,0.1416337,0.264608431,74.53120129,85.979212,35.94471795,135.4693744,-99.52465643,0.486356903,1.830924884,-1.344567981,1.21593651,0.016625755,245.9105855,0.992424242,65.6,0.748214286,5.9,0.251785714,1.9,0.007575758,0.5,0.918095409,0.992424242,0.953627506,0.365350358,0.794126769,0.958084667,0.913457979,0.669248022,0.330751978,0.086542021,0.891004948,0.913457979,0.888127476,0.365350358,0.794126769,0.911979656,0.647194483,0.913457979,0.42,0.0174,0.3875,0.009375,387.5,9.375,2901110.5,63260.3,8278.7,97.7027027,73.68289522,?,-1
abelha_anomalia_6h_k5,26,weka.classifiers.trees.RandomForest,'-P 100 -I 400 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.11684E+18,10,2.02E+07,665.1,73.9,67.5,6.4,0,91.34209552,8.65790448,0,0.344019306,0.143551,0.268751854,75.73782007,87.53692405,35.94471795,242.3460263,-206.4013083,0.486356903,3.275546144,-2.78918924,0.423666203,0.005437882,88.94556947,0.990954319,65.5,0.742857143,5.8,0.257142857,2,0.009045681,0.6,0.918789028,0.990954319,0.953452778,0.401826056,0.790107094,0.956381504,0.913420955,0.665323779,0.334676221,0.086579045,0.900133775,0.913420955,0.892478917,0.401826056,0.790107094,0.911465193,0.664857702,0.913420955,0.4263,0.0136,0.39375,0.015625,393.75,15.625,2895765.7,63260.3,8278.7,97.83228434,74.298408,?,-1
abelha_anomalia_6h_k5,27,weka.classifiers.trees.RandomForest,'-P 100 -I 400 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.11684E+18,10,2.02E+07,665.1,73.9,67.7,6.2,0,91.61236579,8.38763421,0,0.35975026,0.141629026,0.263841782,74.62849278,85.83775798,35.94471795,134.2817353,-98.33701733,0.486356903,1.815067292,-1.328710389,0.75399091,0.010264233,153.5565148,0.992424242,65.6,0.732142857,5.7,0.267857143,2.1,0.007575758,0.5,0.920210351,0.992424242,0.95489967,0.43265751,0.810289462,0.964246181,0.916123658,0.655842273,0.344157727,0.083876342,0.911161672,0.916123658,0.895470865,0.43265751,0.810289462,0.921523235,0.672688763,0.916123658,0.3966,0.0142,0.39375,0.0140625,393.75,14.0625,2902003.9,63260.3,8278.7,98.50981118,74.96853017,?,-1
abelha_anomalia_6h_k5,28,weka.classifiers.trees.RandomForest,'-P 100 -I 400 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.11684E+18,10,2.02E+07,665.1,73.9,67.3,6.6,0,91.06812292,8.931877083,0,0.300836459,0.141975009,0.26720955,74.79309463,86.974003,35.94471795,242.3162971,-206.3715792,0.486356903,3.294860865,-2.808503962,0.999378173,0.013460927,204.0988269,0.990954319,65.5,0.766071429,6,0.233928571,1.8,0.009045681,0.6,0.916497736,0.990954319,0.952049171,0.37422604,0.789957881,0.954676113,0.910681229,0.685798338,0.314201662,0.089318771,0.901198251,0.910681229,0.885923552,0.37422604,0.789957881,0.911026377,0.63993956,0.910681229,0.3845,0.0144,0.3796875,0.015625,379.6875,15.625,2902909.8,63260.3,8278.7,98.10440578,73.54035542,?,-1
abelha_anomalia_6h_k5,29,weka.classifiers.trees.RandomForest,'-P 100 -I 400 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.11684E+18,10,2.02E+07,665.1,73.9,67.1,6.8,0,90.79785265,9.202147353,0,0.314433112,0.144281238,0.270205414,76.04731241,88.01068547,35.94471795,242.6065452,-206.6618272,0.486356903,3.279123709,-2.792766805,0.280788352,0.003664793,58.19162518,0.986386251,65.2,0.757142857,5.9,0.242857143,1.9,0.013613749,0.9,0.917086032,0.986386251,0.950437085,0.359385643,0.78361803,0.955392432,0.907978526,0.678735133,0.321264867,0.092021474,0.889074788,0.907978526,0.887241303,0.359385643,0.78361803,0.909033854,0.650572078,0.907978526,0.3988,0.0159,0.390625,0.0171875,390.625,17.1875,2893304.3,63260.3,8278.7,98.10440578,73.67734173,?,-1
